text,track_name,track_artist,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
"I need another story  
Something to get off my chest  
My life gets kinda boring  
Need something that I can confess  
Til' all my sleeves are stained red  
From all the truth that I've said  
Come by it honestly I swear  
Thought you saw me wink, no  
I've been on the brink, so  
  
Tell me what you want to hear  
Something that will light those ears  
Sick of all the insincere  
I'm gonna give all my secrets away  
This time, don't need another perfect lie  
Don't care if critics ever jump in line  
I'm gonna give all my secrets away  
  
My God, amazing how we got this far  
It's like we're chasing all those stars  
Who's driving shiny big black cars  
And everyday I see the news  
All the problems that we could solve  
And when a situation rises  
Just write it into an album  
Send it straight to gold  
I don't really like my flow, no, so  
  
Tell me what you want to hear  
Something that are like those years  
Sick of all the insincere  
I'm gonna give all my secrets away  
This time, don't need another perfect lie  
Don't care if critics never jump in line  
I'm gonna give all my secrets away  
  
Oh, got no reason, got no shame  
Got no family I can't blame  
Just don't let me disappear  
I'mma tell you everything  
  
So tell me what you want to hear  
Something that'll light those ears  
Sick of all the insincere  
I'm gonna give all my secrets away  
This time, don't need another perfect lie  
Don't care if critics never jump in line  
I'm gonna give all my secrets away  
  
So tell me what you want to hear  
Something that delight those ears  
Sick of all the insincere  
I'm gonna give all my secrets away  
This time, don't need another perfect lie  
Don't care if critics ever jump in line  
I'm gonna give all my secrets away  
All my secrets away, all my secrets away

",Secrets,OneRepublic,76,latin,latin hip hop,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,224693
"I've been loving you too long to stop now  
  
You were tired and you want to be free  
My love is growing stronger, as you become a habit to me  
Oh I've been loving you a little too long  
I don't want to stop now, oh  
With you my life  
Has been so wonderful  
I can't stop now  
  
You were tired and your love is growing cold  
My love is growing stronger as our affair affair grows old  
I've been loving you a little too long, long  
To stop now  
Oh, oh, oh  
I've been loving you a little bit too long  
I don't want to stop now no, no, no  
  
Don't make me stop now, no baby  
I'm down on my knees please, don't make me stop now  
I love you, I love you  
I love you with all of my heart  
And I can't stop now  
Please, please don't make me stop now

",I've Been Loving You Too Long,Otis Redding,37,r&b,neo soul,0.498,0.246,9,-13.41,1,0.0342,0.727,0.000374,0.0781,0.152,151.255,176880
"Whoa-uh-oh  
It's always a good time  
Whoa-uh-oh  
It's always a good time  
  
Woke up on the right side of the bed  
What's up with this Prince song inside my head?  
Hands up if you're down to get down tonight  
'Cause it's always a good time  
  
Slept in all my clothes like I didn't care  
Hopped into a cab, take me anywhere  
I'm in if you're down to get down tonight  
'Cause it's always a good time  
  
Good morning and good night  
I'll wake up at twilight  
It's gonna be alright  
We don't even have to try  
It's always a good time (Whooo)  
  
Whoa-oh-oh, oh-oh-oh, whoa-oh-oh  
It's always a good time  
Whoa-oh-oh, oh-oh-oh  
We don't even have to try, it's always a good time.  
  
Freaked out, dropped my phone in the pool again  
Checked out of my room, hit the ATM  
Let's hang out if you're down to get down tonight  
'Cause it's always a good time  
  
Good morning and good night  
I'll wake up at twilight  
It's gonna be alright  
We don't even have to try  
It's always a good time (Whooo)  
  
Whoa-oh-oh, oh-oh-oh, whoa-oh-oh  
It's always a good time  
Whoa-oh-oh, oh-oh-oh  
We don't even have to try,  
It's always a good time.  
  
Whoa-oh-oh, oh-oh-oh, whoa-oh-oh  
It's always a good time  
Whoa-oh-oh, oh-oh-oh  
We don't even have to try,  
It's always a good time.  
  
Doesn't matter when  
It's always a good time then  
Doesn't matter where  
It's always a good time there  
  
Doesn't matter when,  
It's always a good time then  
  
It's always a good time  
  
Whoa-oh-oh, oh-oh-oh, whoa-oh-oh  
It's always a good time  
Whoa-oh-oh, oh-oh-oh  
We don't even have to try,  
It's always a good time  
  
Whoa-oh-oh, oh-oh-oh, whoa-oh-oh  
It's always a good time  
Whoa-oh-oh, oh-oh-oh  
We don't even have to try,  
It's always a good time.

",Good Time,Owl City,72,latin,latin hip hop,0.56,0.872,3,-4.269,1,0.14,0.0239,7.52e-06,0.371,0.681,126.053,205933
"Times have changed and times are strange  
Here I come, but I ain't the same  
Mama, I'm coming home  
Times gone by seems to be  
You could have been a better friend to me  
Mama, I'm coming home  
  
Took me in and you drove me out  
Yeah, you had me hypnotized  
Lost and found and turned around  
By the fire in your eyes  
  
You made me cry, you told me lies  
But, I can't stand to say goodbye  
Mama, I'm coming home  
I could be right, I could be wrong  
Hurts so bad, it's been so long  
Mama, I'm coming home  
  
Selfish love yeah we're both alone  
The ride before a fall  
But I'm gonna take this heart of stone  
I just got to have it all  
  
I've seen your face a hundred times  
Everyday we've been apart  
I don't care about the sunshine, yeah  
  
'Cause mama, mama, I'm coming home  
I'm coming home  
  
You took me in and you drove me out  
Yeah, you had me hypnotized  
Lost and found and turned around  
By the fire in your eyes  
  
I've seen your face a thousand times  
Every day we've been apart  
And I don't care about the sunshine, yeah  
  
'Cause mama, mama, I'm coming home  
I'm coming home  
I'm coming home  
I'm coming home

","Mama, I'm Coming Home",Ozzy Osbourne,69,rock,classic rock,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,251867
"Times have changed and times are strange  
Here I come, but I ain't the same  
Mama, I'm coming home  
Times gone by seems to be  
You could have been a better friend to me  
Mama, I'm coming home  
  
Took me in and you drove me out  
Yeah, you had me hypnotized  
Lost and found and turned around  
By the fire in your eyes  
  
You made me cry, you told me lies  
But, I can't stand to say goodbye  
Mama, I'm coming home  
I could be right, I could be wrong  
Hurts so bad, it's been so long  
Mama, I'm coming home  
  
Selfish love yeah we're both alone  
The ride before a fall  
But I'm gonna take this heart of stone  
I just got to have it all  
  
I've seen your face a hundred times  
Everyday we've been apart  
I don't care about the sunshine, yeah  
  
'Cause mama, mama, I'm coming home  
I'm coming home  
  
You took me in and you drove me out  
Yeah, you had me hypnotized  
Lost and found and turned around  
By the fire in your eyes  
  
I've seen your face a thousand times  
Every day we've been apart  
And I don't care about the sunshine, yeah  
  
'Cause mama, mama, I'm coming home  
I'm coming home  
I'm coming home  
I'm coming home

","Mama, I'm Coming Home",Ozzy Osbourne,21,rock,classic rock,0.258,0.752,8,-4.135,1,0.0306,0.0019,0.0,0.0851,0.275,139.529,251733
"Times have changed and times are strange  
Here I come, but I ain't the same  
Mama, I'm coming home  
Times gone by seems to be  
You could have been a better friend to me  
Mama, I'm coming home  
  
Took me in and you drove me out  
Yeah, you had me hypnotized  
Lost and found and turned around  
By the fire in your eyes  
  
You made me cry, you told me lies  
But, I can't stand to say goodbye  
Mama, I'm coming home  
I could be right, I could be wrong  
Hurts so bad, it's been so long  
Mama, I'm coming home  
  
Selfish love yeah we're both alone  
The ride before a fall  
But I'm gonna take this heart of stone  
I just got to have it all  
  
I've seen your face a hundred times  
Everyday we've been apart  
I don't care about the sunshine, yeah  
  
'Cause mama, mama, I'm coming home  
I'm coming home  
  
You took me in and you drove me out  
Yeah, you had me hypnotized  
Lost and found and turned around  
By the fire in your eyes  
  
I've seen your face a thousand times  
Every day we've been apart  
And I don't care about the sunshine, yeah  
  
'Cause mama, mama, I'm coming home  
I'm coming home  
I'm coming home  
I'm coming home

","Mama, I'm Coming Home",Ozzy Osbourne,69,rock,hard rock,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,251867
"Times have changed and times are strange  
Here I come, but I ain't the same  
Mama, I'm coming home  
Times gone by seems to be  
You could have been a better friend to me  
Mama, I'm coming home  
  
Took me in and you drove me out  
Yeah, you had me hypnotized  
Lost and found and turned around  
By the fire in your eyes  
  
You made me cry, you told me lies  
But, I can't stand to say goodbye  
Mama, I'm coming home  
I could be right, I could be wrong  
Hurts so bad, it's been so long  
Mama, I'm coming home  
  
Selfish love yeah we're both alone  
The ride before a fall  
But I'm gonna take this heart of stone  
I just got to have it all  
  
I've seen your face a hundred times  
Everyday we've been apart  
I don't care about the sunshine, yeah  
  
'Cause mama, mama, I'm coming home  
I'm coming home  
  
You took me in and you drove me out  
Yeah, you had me hypnotized  
Lost and found and turned around  
By the fire in your eyes  
  
I've seen your face a thousand times  
Every day we've been apart  
And I don't care about the sunshine, yeah  
  
'Cause mama, mama, I'm coming home  
I'm coming home  
I'm coming home  
I'm coming home

","Mama, I'm Coming Home",Ozzy Osbourne,8,rock,hard rock,0.263,0.734,8,-4.704,1,0.0303,0.00147,0.0,0.0865,0.26,141.004,251733
"Over the mountain take me across the sky  
Something in my vision, something deep inside  
Where did I wander, where d'ya think I wandered to  
I've seen life's magic astral plane I travel through  
  
[Chorus]  
I heard them tell me that this land of dreams was now  
I told them I had ridden shooting stars  
And I said I'd show them how  
  
Over and over always tried to get away  
Living in a daydream only place I had to stay  
Fever of a breakout burning in me miles wide  
People around me talking to the walls inside  
  
[Chorus]  
  
Don't need no astrology it's inside of you and me  
You don't need a ticket to fly with me--I'm free  
  
Over and under in between the ups and downs  
Mind on a carpet magic ride goes round and round  
Over the mountain kissing silver inlaid clouds  
Watching my body disappear into the crowd  
  
Don't need no astrology it's inside of you and me  
You don't need a ticket to fly with me, I'm free

",Over The Mountain,Ozzy Osbourne,0,rock,hard rock,0.463,0.926,5,-3.563,0,0.12,4.95e-05,0.000576,0.0868,0.501,131.129,271400
"Every day she takes a morning bath she wets her hair,  
Wraps a towel around her  
As she's heading for the bedroom chair,  
Its just another day.  
Slipping into stockings,  
Stepping into shoes,  
Dipping in the pocket of her raincoat.  
Ah, it's just another day.  
  
At the office where the papers grow she takes a break,  
Drinks another coffee  
And she finds it hard to stay awake,  
  
Its just another day. du du du du du  
Its just another day. du du du du du  
Its just another day.  
  
Ay  
So sad, so sad,  
Sometimes she feels so sad.  
Alone in her apartment she'd dwell,  
Till the man of her dreams comes to break the spell.  
  
Ah, stay, don't stand around  
And he comes and he stays  
But he leaves the next day,  
So sad.  
Sometimes she feels so sad.  
  
As she posts another letter to the sound of five,  
People gather round her  
And she finds it hard to stay alive,  
  
Its just another day. du du du du du  
Its just another day. du du du du du  
Its just another day.  
  
Ay  
So sad, so sad,  
Sometimes she feels so sad.  
Alone in her apartment she'd dwell,  
Till the man of her dreams comes to break the spell.  
  
Ah, stay, don't stand around  
And he comes and he stays  
But he leaves the next day,  
So sad.  
Sometimes she feels so sad.  
  
Every day she takes a morning bath she wets her hair,  
Wraps a towel around her  
As she's heading for the bedroom chair,  
Its just another day.  
  
Slipping into stockings,  
Stepping into shoes,  
Dipping in the pockets of her raincoat.  
  
Ah, it's just another day. du du du du du  
Its just another day. du du du du du  
Its just another day.

",Another Day,Paul McCartney,0,rock,album rock,0.706,0.402,7,-11.396,1,0.0324,0.183,0.000122,0.0755,0.827,122.233,221840
"Said Farewell To My Last Hotel, It Was Never Much Kind Of Abode  
Glasgow Town Never Brought Me Down When I Was Heading Out On The Road  
Carlisle City Never Looked So Pretty And The Kendal Freeway's Fast  
Slowdown Driver, Want To Stay Alive, I Want To Make This Journey Last.  
Chorus  
Helen, Hell On Wheels, Ain't Nobody Else Gonna Know The Way She Feels  
Helen, Hell On Wheels, And They Never Gonna Take Her Away  
  
M6 South Down To Liverpool, Where They Play The West Coast Sound,  
Sailor Sam He Came From Birmingham But He Never Will Be Found  
Doing Fine When A London Sign Greets Me Like A Long Lost Friend,  
Mister Motor Won't You Check Her Out, She's Got To Take Me Back Again.  
  
Chorus

",Helen Wheels,Paul McCartney,0,rock,album rock,0.401,0.824,9,-5.421,1,0.0356,0.00625,0.00278,0.344,0.659,146.125,224840
"When I think back  
On all the crap I learned in high school  
It's a wonder  
I can think at all  
And though my lack of education  
Hasn't hurt me none  
I can read the writing on the wall  
  
Kodachrome  
They give us those nice bright colors  
They give us the greens of summers  
Makes you think all the world's a sunny day  
I got a Nikon camera  
I love to take a photograph  
So mama don't take my Kodachrome away  
  
If you took all the girls I knew  
When I was single  
And brought them all together for one night  
I know they'd never match  
my sweet imagination  
Everything looks worse in black and white  
  
Kodachrome, etc.

",Kodachrome,Paul Simon,61,rock,classic rock,0.592,0.705,1,-10.276,0,0.0287,0.0291,1.97e-05,0.0456,0.902,135.754,215400
"I met my old lover  
On the street last night  
She seemed so glad to see me  
I just smiled  
And we talked about some old times  
And we drank ourselves some beers  
Still crazy after all these years  
Still crazy after all these years  
  
I'm not the kind of man  
Who tends to socialize  
I seem to lean on  
Old familiar ways  
And I ain't no fool for love songs  
That whisper in my ears  
Still crazy after all these years  
Still crazy after all these years  
  
Four in the morning  
Crapped out  
Yawning  
Longing my life away  
I'll never worry  
Why should I?  
Its all gonna fade  
  
Now I sit by my window  
And I watch the cars  
I fear I'll do some damage  
One fine day  
But I would not be convicted  
By a jury of my peers  
Still crazy  
Still crazy  
Still crazy after all these years

",Still Crazy After All These Years,Paul Simon,60,rock,permanent wave,0.267,0.252,7,-11.687,1,0.0351,0.8,4.43e-05,0.089,0.13,37.114,206533
"Hey, oh  
Sheets of empty canvas  
Untouched sheets of clay  
Were laid spread out before me  
As her body once did  
All five horizons  
Revolved around her soul  
As the earth to the sun  
Now the air I tasted and breathed  
Has taken a turn  
  
Oh and all I taught her was everything  
Oh I know she gave me all that she wore  
And now my bitter hands  
Chafe beneath the clouds  
Of what was everything  
Oh the pictures have  
All been washed in black  
Tattooed everything  
I take a walk outside  
I'm surrounded by  
Some kids at play  
I can feel their laughter  
So why do I sear  
Oh, and twisted thoughts that spin  
Round my head  
I'm spinning  
Oh, I'm spinning  
How quick the sun can, drop away  
  
And now my bitter hands  
Cradle broken glass  
Of what was everything  
All the pictures had  
All been washed in black  
Tattooed everything  
All the love gone bad  
Turned my world to black  
Tattooed all I see  
All that I am  
All I'll be  
  
Yeah  
I know someday you'll have a beautiful life  
I know you'll be a star  
In somebody else's sky  
But why  
Why  
Why can't it be  
Why can't it be mine

",Black,Pearl Jam,75,rock,permanent wave,0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2,77.15,342653
"Freezin' rests his head on a pillow made of concrete again  
Oh Feelin' maybe he will see a little better set of days  
Oh hand out faces that he sees time again ain't that familiar  
Oh dark grin he can't help when he's happy he looks insane  
Even flow  
  
Thoughts arrive like butterflies  
Oh he don't know  
So he chases them away  
Someday yet he'll begin his life again  
Life again  
  
Kneelin' looking through the paper though he doesn't know how to read  
Prayin', now to something that has never showed him anything  
Oh, feelin', understands the weather or that winters on it's way, yeah  
Oh, ceilings, few and far between are the legal halls of shame  
Even flow  
  
Thoughts arrive like butterflies  
Oh, he don't know  
So he chases them away  
Someday yet he'll begin his life again  
Whispering hands, carry him away  
Him away, him away  
Yeah!  
Woo  
Oh yeah yeah

",Even Flow,Pearl Jam,75,rock,classic rock,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,292581
"Oh, where oh where can my baby be?  
The Lord took her away from me  
She's gone to heaven, so I got to be good  
So I can see my baby when I leave this world.  
  
We were out on a date in my daddy's car  
We hadn't driven very far  
There in the road, up straight ahead  
A car was stalled, the engine was dead  
I couldn't stop, so I swerved to the right  
I'll never forget the sound that night  
The screaming tires, the busting glass  
The painful scream that I heard last.  
  
Oh, where oh where can my baby be?  
The Lord took her away from me  
She's gone to heaven, so I got to be good  
So I can see my baby when I leave this world.  
  
When I woke up, the rain was falling down  
There were people standing all around  
Something warm flowing through my eyes  
But somehow I found my baby that night  
I lifted her head, she looked at me and said  
""Hold me darling just a little while.""  
I held her close, I kissed her our last kiss  
I found the love that I knew I had missed  
But now she's gone, even though I hold her tight  
I lost my love, my life that night.  
  
Oh, where oh where can my baby be?  
The Lord took her away from me  
She's gone to heaven, so I got to be good  
So I can see my baby when I leave this world.  
Oh, oh

",Last Kiss,Pearl Jam,70,rock,permanent wave,0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,195467
"Oh, where oh where can my baby be?  
The Lord took her away from me  
She's gone to heaven, so I got to be good  
So I can see my baby when I leave this world.  
  
We were out on a date in my daddy's car  
We hadn't driven very far  
There in the road, up straight ahead  
A car was stalled, the engine was dead  
I couldn't stop, so I swerved to the right  
I'll never forget the sound that night  
The screaming tires, the busting glass  
The painful scream that I heard last.  
  
Oh, where oh where can my baby be?  
The Lord took her away from me  
She's gone to heaven, so I got to be good  
So I can see my baby when I leave this world.  
  
When I woke up, the rain was falling down  
There were people standing all around  
Something warm flowing through my eyes  
But somehow I found my baby that night  
I lifted her head, she looked at me and said  
""Hold me darling just a little while.""  
I held her close, I kissed her our last kiss  
I found the love that I knew I had missed  
But now she's gone, even though I hold her tight  
I lost my love, my life that night.  
  
Oh, where oh where can my baby be?  
The Lord took her away from me  
She's gone to heaven, so I got to be good  
So I can see my baby when I leave this world.  
Oh, oh

",Last Kiss,Pearl Jam,0,rock,permanent wave,0.618,0.741,7,-5.18,1,0.0277,0.336,0.0,0.103,0.722,112.029,196667
"Climbing up on Solsbury Hill  
I could see the city light  
Wind was blowing, time stood still  
Eagle flew out of the night  
He was something to observe  
Came in close, I heard a voice  
Standing, stretching every nerve  
I had to listen had no choice  
I did not believe the information  
I just had to trust imagination  
My heart going boom, boom, boom  
Son, he said, grab your things I've come to take you home  
  
To keep in silence I resigned  
My friends would think I was a nut  
Turning water into wine  
Open doors would soon be shut  
So I went from day to day  
Though my life was in a rut  
Till I thought of what I'd say  
And which connection I should cut  
I was feeling part of the scenery  
I walked right out of the machinery  
My heart going boom, boom, boom  
Son, he said, grab your things I've come to take you home  
  
When illusion spin her net  
I'm never where I want to be  
And liberty she pirouette  
When I think that I am free  
Watched by empty silhouettes  
Close their eyes but still can see  
No one taught them etiquette  
So I will show another me  
Today I don't need a replacement  
I'll tell them what the smile on my face meant  
My heart going boom, boom, boom  
Hey, I said, you can keep my things they've come to take me home  
  
Come back home  
Come back home  
Come back home

",Solsbury Hill,Peter Gabriel,60,rock,classic rock,0.683,0.63,11,-8.844,1,0.0296,0.363,0.000873,0.314,0.481,102.457,261440
"Climbing up on Solsbury Hill  
I could see the city light  
Wind was blowing, time stood still  
Eagle flew out of the night  
He was something to observe  
Came in close, I heard a voice  
Standing, stretching every nerve  
I had to listen had no choice  
I did not believe the information  
I just had to trust imagination  
My heart going boom, boom, boom  
Son, he said, grab your things I've come to take you home  
  
To keep in silence I resigned  
My friends would think I was a nut  
Turning water into wine  
Open doors would soon be shut  
So I went from day to day  
Though my life was in a rut  
Till I thought of what I'd say  
And which connection I should cut  
I was feeling part of the scenery  
I walked right out of the machinery  
My heart going boom, boom, boom  
Son, he said, grab your things I've come to take you home  
  
When illusion spin her net  
I'm never where I want to be  
And liberty she pirouette  
When I think that I am free  
Watched by empty silhouettes  
Close their eyes but still can see  
No one taught them etiquette  
So I will show another me  
Today I don't need a replacement  
I'll tell them what the smile on my face meant  
My heart going boom, boom, boom  
Hey, I said, you can keep my things they've come to take me home  
  
Come back home  
Come back home  
Come back home

",Solsbury Hill,Peter Gabriel,67,rock,permanent wave,0.678,0.631,11,-8.624,1,0.0301,0.355,0.000268,0.376,0.463,102.378,261560
"Gush, gush, gush,  
Tell me when, gush  
Make the pussy just gush  
Make the pussy just gush  
Make the pussy just gush  
Make it, just gush  
Make it, just gush  
I make the pussy just gush  
I make it, just gush  
  
I'm imagining things  
Do you wanna try?  
Take off your halo and wings  
Girl, I can make her fly  
  
I don't know, what's come over me  
My momma didn't raise me that way  
You lit a fire, from inside of me  
That'd light your seat ablaze, girl  
Light that ass on fire  
  
I could be the guy to treat you  
To a nice movie, feed you  
But I don't wanna mislead you  
Tonight I think I wanna be dirty, girl  
Do you wanna get dirty, girl? Come on  
Light that ass on fire  
Do you wanna get dirty, girl? C'mon let's go  
  
Girl the world's watchin'  
From sunset to midnight  
They're tryna catch a glimpse (intimacy)  
Of you and I  
  
I don't know, I don' know what's come over me  
My momma didn't raise me that way  
You lit a fire, from inside of me  
That'll light your seat ablaze, girl  
Ha I light that ass on fire  
  
I could be the guy to treat you  
To a nice movie, feed you  
But I don't wanna mislead you  
Tonight I think I wanna be dirty, girl  
Do you wanna get dirty, girl? Come on  
Light that ass on fire  
Do you wanna get dirty, girl? C'mon let's go  
  
I don't know, what's come over me  
My momma didn't raise me that way  
You lit a fire, from inside of me  
That'd leave those panties in flames, girl  
I light that ass on fire  
  
I could be the guy to treat you  
To a nice movie, feed you  
But I don't wanna mislead you  
Tonight I think I wanna be dirty, girl  
Do you wanna get dirty, girl? Come on  
Light that ass on fire  
Do you wanna get dirty, girl? C'mon let's go  
Do you wanna get dirty, girl? Come on  
Light that ass on fire  
Do you wanna get dirty, girl? C'mon let's go  
Do you wanna get dirty, girl? Come on  
Light that ass on fire  
Do you wanna get dirty, girl? C'mon let's go

",Gush,Pharrell Williams,15,r&b,neo soul,0.796,0.697,4,-7.062,0,0.0537,0.112,1.55e-05,0.0523,0.714,111.999,234667
"Hello?  
  
Is there anybody in there?  
Just nod if you can hear me.  
Is there anyone home?  
Come on now  
I hear you're feeling down.  
Well I can ease your pain  
Get you on your feet again.  
Relax.  
I'll need some information first.  
Just the basic facts.  
Can you show me where it hurts?  
  
There is no pain you are receding  
A distant ship smoke on the horizon.  
You are only coming through in waves.  
Your lips move but I can't hear what you're saying.  
When I was a child I had a fever  
My hands felt just like two balloons.  
Now I've got that feeling once again  
I can't explain you would not understand  
This is not how I am.  
I have become comfortably numb.  
  
O.K.  
Just a little pinprick.  
There'll be no more, ah!  
But you may feel a little sick.  
Can you stand up?  
I do believe it's working, good.  
That'll keep you going through the show  
Come on it's time to go.  
  
There is no pain you are receding  
A distant ship, smoke on the horizon.  
You are only coming through in waves.  
Your lips move but I can't hear what you're saying.  
When I was a child  
I caught a fleeting glimpse  
Out of the corner of my eye.  
I turned to look but it was gone  
I cannot put my finger on it now  
The child is grown,  
The dream is gone.  
I have become comfortably numb.

",Comfortably Numb,Pink Floyd,74,rock,album rock,0.472,0.366,11,-12.595,0,0.0286,0.15,0.308,0.0837,0.171,127.167,382297
"Hello?  
  
Is there anybody in there?  
Just nod if you can hear me.  
Is there anyone home?  
Come on now  
I hear you're feeling down.  
Well I can ease your pain  
Get you on your feet again.  
Relax.  
I'll need some information first.  
Just the basic facts.  
Can you show me where it hurts?  
  
There is no pain you are receding  
A distant ship smoke on the horizon.  
You are only coming through in waves.  
Your lips move but I can't hear what you're saying.  
When I was a child I had a fever  
My hands felt just like two balloons.  
Now I've got that feeling once again  
I can't explain you would not understand  
This is not how I am.  
I have become comfortably numb.  
  
O.K.  
Just a little pinprick.  
There'll be no more, ah!  
But you may feel a little sick.  
Can you stand up?  
I do believe it's working, good.  
That'll keep you going through the show  
Come on it's time to go.  
  
There is no pain you are receding  
A distant ship, smoke on the horizon.  
You are only coming through in waves.  
Your lips move but I can't hear what you're saying.  
When I was a child  
I caught a fleeting glimpse  
Out of the corner of my eye.  
I turned to look but it was gone  
I cannot put my finger on it now  
The child is grown,  
The dream is gone.  
I have become comfortably numb.

",Comfortably Numb,Pink Floyd,74,rock,classic rock,0.472,0.366,11,-12.595,0,0.0286,0.15,0.308,0.0837,0.171,127.167,382297
"Hello?  
  
Is there anybody in there?  
Just nod if you can hear me.  
Is there anyone home?  
Come on now  
I hear you're feeling down.  
Well I can ease your pain  
Get you on your feet again.  
Relax.  
I'll need some information first.  
Just the basic facts.  
Can you show me where it hurts?  
  
There is no pain you are receding  
A distant ship smoke on the horizon.  
You are only coming through in waves.  
Your lips move but I can't hear what you're saying.  
When I was a child I had a fever  
My hands felt just like two balloons.  
Now I've got that feeling once again  
I can't explain you would not understand  
This is not how I am.  
I have become comfortably numb.  
  
O.K.  
Just a little pinprick.  
There'll be no more, ah!  
But you may feel a little sick.  
Can you stand up?  
I do believe it's working, good.  
That'll keep you going through the show  
Come on it's time to go.  
  
There is no pain you are receding  
A distant ship, smoke on the horizon.  
You are only coming through in waves.  
Your lips move but I can't hear what you're saying.  
When I was a child  
I caught a fleeting glimpse  
Out of the corner of my eye.  
I turned to look but it was gone  
I cannot put my finger on it now  
The child is grown,  
The dream is gone.  
I have become comfortably numb.

",Comfortably Numb,Pink Floyd,74,rock,permanent wave,0.472,0.366,11,-12.595,0,0.0286,0.15,0.308,0.0837,0.171,127.167,382297
"Far, far, far away, way  
People heard him say, say  
I will find a way, way  
There will come a day, day  
Something will be done.  
  
Then at last the mighty ship  
Descending on a point of flame  
Made contact with the human race  
And melted hearts  
  
Now, now, now is the time, time  
Time to be, be, be aware  
  
Carter's father saw him there and  
Knew the road revealed to him  
The living soul of  
  
Oh, my, something in my eye, eye  
Something in the sky, sky  
Waiting there for me  
  
The outer lock rolled slowly back  
The service men were heard to sigh  
For there revealed in glowing robes  
Was Lucy in the sky  
  
Oh, oh, did you ever know, know  
Never ever will they  
I cannot say  
  
Something in his cosmic art  
And glowing slightly from his toes  
The psychic and the nations fly

",Let There Be More Light,Pink Floyd,49,rock,permanent wave,0.16,0.615,0,-8.897,1,0.0358,0.689,0.861,0.153,0.302,77.393,336728
"Right right, turn off the lights,  
We gonna lose our minds tonight,  
What's the dealio?  
  
I love when it's all too much,  
Five a.m. turn the radio up  
Where's the rock and roll?  
  
Party crasher,  
Panty snatcher,  
Call me up if you want a gangsta  
Don't be fancy, just get dancy  
Why so serious?  
  
So raise your glass if you are wrong,  
In all the right ways,  
All my underdogs,  
We will never be never be, anything but loud  
And nitty gritty dirty little freaks  
Won't you come on and come on and raise your glass,  
Just come on and come on and raise your glass  
  
Slam slam, oh hot damn  
What part of party don't you understand,  
Wish you'd just freak out (freak out already)  
Can't stop, comin' in hot,  
I should be locked up right on the spot  
It's so on right now (so fuckin' on right now)  
  
Party crasher,  
Panty snatcher,  
Call me up if you want a gangsta  
Don't be fancy, just get dancy  
Why so serious?  
  
So raise your glass if you are wrong,  
In all the right ways,  
All my underdogs,  
We will never be never be, anything but loud  
""Maybe gritty dirty little freaks""  
Won't you come on and come on and raise your glass,  
Just come on and come on and raise your glass  
Won't you come on and come on and raise your glass,  
Just come on and come on and raise your glass  
  
(Oh shit my glass is empty, that sucks)  
So if you're too school for cool,  
And you're treated like a fool,  
(Treated like a fool)  
You can choose to let it go  
We can always, we can always,  
Party on our own  
  
(So raise your, ah fuck)  
So raise your glass if you are wrong,  
In all the right ways,  
All my underdogs,  
We will never be never be, anything but loud  
maybe gritty dirty little freaks  
So raise your glass if you are wrong,  
In all the right ways,  
  
All my underdogs,  
We will never be never be, anything but loud  
Maybe gritty dirty little freaks  
Won't you come on and come on and raise your glass,  
Just come on and come on and raise your glass  
Won't you come on and come on and raise your glass (for me)  
Just come on and come on and raise your glass (for me)

",Raise Your Glass,P!nk,76,pop,post-teen pop,0.7,0.709,7,-5.006,1,0.0839,0.0048,0.0,0.0289,0.625,122.019,202960
