Student_ID,Gender,Academic_Level,Avg_Daily_Usage_Hours,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Conflicts_Over_Social_Media,Addicted_Score,Most_Used_Platform_Instagram,Most_Used_Platform_KakaoTalk,Most_Used_Platform_LINE,Most_Used_Platform_LinkedIn,Most_Used_Platform_Snapchat,Most_Used_Platform_TikTok,Most_Used_Platform_Twitter,Most_Used_Platform_VKontakte,Most_Used_Platform_WeChat,Most_Used_Platform_WhatsApp,Most_Used_Platform_YouTube,Relationship_Status_In Relationship,Relationship_Status_Single
280,1,2,3.6,0,7.9,8,1,4,True,False,False,False,False,False,False,False,False,False,False,False,True
281,0,1,3.1,0,8.5,8,1,3,False,False,True,False,False,False,False,False,False,False,False,False,True
282,1,2,5.3,1,6.8,5,3,8,False,False,False,False,False,True,False,False,False,False,False,True,False
283,0,1,4.6,1,7.2,6,3,6,False,True,False,False,False,False,False,False,False,False,False,False,True
284,1,2,4.1,0,7.9,7,2,5,False,False,False,False,False,False,False,True,False,False,False,True,False
285,0,1,6.7,1,5.4,4,4,9,True,False,False,False,False,False,False,False,False,False,False,False,True
286,1,2,5.0,1,6.6,6,3,7,False,False,False,False,False,False,False,False,False,False,False,True,False
287,0,1,4.3,0,7.5,7,2,5,True,False,False,False,False,False,False,False,False,False,False,False,True
288,1,2,3.5,0,8.0,8,1,4,False,False,False,False,False,False,False,False,False,False,False,True,False
289,0,1,3.0,0,8.6,8,1,3,False,False,True,False,False,False,False,False,False,False,False,False,True
290,1,2,5.2,1,6.9,5,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
291,0,1,4.5,1,7.3,6,3,6,False,True,False,False,False,False,False,False,False,False,False,True,False
292,1,2,4.0,0,8.0,7,2,5,False,False,False,False,False,False,False,True,False,False,False,False,True
293,0,1,6.8,1,5.3,4,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
294,1,2,4.9,1,6.7,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
295,0,1,4.2,0,7.6,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
296,1,2,3.4,0,8.1,8,1,4,True,False,False,False,False,False,False,False,False,False,False,False,True
297,0,1,2.9,0,8.7,8,1,3,False,False,True,False,False,False,False,False,False,False,False,False,True
298,1,2,5.1,1,7.0,5,3,8,False,False,False,False,False,True,False,False,False,False,False,True,False
299,0,1,4.4,1,7.4,6,3,6,False,True,False,False,False,False,False,False,False,False,False,False,True
300,1,2,3.9,0,8.1,7,2,5,False,False,False,False,False,False,False,True,False,False,False,True,False
301,0,1,6.9,1,5.2,4,4,9,True,False,False,False,False,False,False,False,False,False,False,False,True
302,1,2,4.8,1,6.8,6,3,7,False,False,False,False,False,False,False,False,False,False,False,True,False
303,0,1,4.1,0,7.7,7,2,5,True,False,False,False,False,False,False,False,False,False,False,False,True
304,1,2,3.3,0,8.2,8,1,4,False,False,False,False,False,False,False,False,False,False,False,True,False
305,0,1,2.8,0,8.8,8,1,3,False,False,True,False,False,False,False,False,False,False,False,False,True
306,1,2,5.0,1,7.1,5,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
307,0,1,4.3,1,7.5,6,3,6,False,True,False,False,False,False,False,False,False,False,False,True,False
308,1,2,3.8,0,8.2,7,2,5,False,False,False,False,False,False,False,True,False,False,False,False,True
309,0,1,7.0,1,5.1,4,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
310,1,2,4.7,1,6.9,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
311,0,1,4.0,0,7.8,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
312,1,2,3.2,0,8.3,8,1,4,True,False,False,False,False,False,False,False,False,False,False,False,True
313,0,1,2.7,0,8.9,8,1,3,False,False,True,False,False,False,False,False,False,False,False,False,True
314,1,2,4.9,1,7.2,5,3,8,False,False,False,False,False,True,False,False,False,False,False,True,False
315,0,1,4.2,1,7.6,6,3,6,False,True,False,False,False,False,False,False,False,False,False,False,True
316,1,2,3.7,0,8.3,7,2,5,False,False,False,False,False,False,False,True,False,False,False,True,False
317,0,1,7.1,1,5.0,4,4,9,True,False,False,False,False,False,False,False,False,False,False,False,True
318,1,2,4.6,1,7.0,6,3,7,False,False,False,False,False,False,False,False,False,False,False,True,False
319,0,1,3.9,0,7.9,7,2,5,True,False,False,False,False,False,False,False,False,False,False,False,True
320,1,2,3.1,0,8.4,8,1,4,False,False,False,False,False,False,False,False,False,False,False,True,False
321,0,1,5.2,1,6.8,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
322,1,2,4.1,0,7.8,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
323,0,1,5.0,1,7.0,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
324,1,2,5.8,1,6.5,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
325,0,1,4.0,0,7.9,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
326,1,2,5.5,1,6.7,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
327,0,1,6.8,1,5.5,5,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
328,1,2,5.6,1,6.6,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
329,0,1,4.5,0,7.5,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
330,1,2,5.3,1,6.9,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
331,0,1,5.1,1,6.7,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
332,1,2,3.9,0,7.9,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
333,0,1,4.8,1,7.1,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
334,1,2,5.9,1,6.4,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
335,0,1,3.8,0,8.0,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
336,1,2,5.4,1,6.8,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
337,0,1,6.9,1,5.4,5,4,9,True,False,False,False,False,False,False,False,False,False,False,True,False
338,1,2,5.7,1,6.5,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
339,0,1,4.4,0,7.6,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
340,1,2,5.2,1,7.0,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
341,0,1,5.0,1,6.9,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
342,1,2,3.8,0,8.0,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
343,0,1,4.7,1,7.2,7,3,6,False,False,False,False,False,True,False,False,False,False,False,False,True
344,1,2,6.0,1,6.3,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
345,0,1,3.7,0,8.1,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
346,1,2,5.3,1,6.9,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
347,0,1,7.0,1,5.3,5,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
348,1,2,5.8,1,6.4,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
349,0,1,4.3,0,7.7,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
350,1,2,5.1,1,7.1,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
351,0,1,4.9,1,7.0,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
352,1,2,3.7,0,8.1,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
353,0,1,4.6,1,7.3,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
354,1,2,6.1,1,6.2,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
355,0,1,3.6,0,8.2,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
356,1,2,5.2,1,7.0,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
357,0,1,7.1,1,5.2,5,4,9,True,False,False,False,False,False,False,False,False,False,False,True,False
358,1,2,5.9,1,6.3,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
359,0,1,4.2,0,7.8,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
360,1,2,5.0,1,7.2,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
361,0,1,4.8,1,7.1,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
362,1,2,3.6,0,8.2,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
363,0,1,4.5,1,7.4,7,3,6,False,False,False,False,False,True,False,False,False,False,False,False,True
364,1,2,6.2,1,6.1,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
365,0,1,3.5,0,8.3,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
366,1,2,5.1,1,7.1,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
367,0,1,7.2,1,5.1,5,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
368,1,2,6.0,1,6.2,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
369,0,1,4.1,0,7.9,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
370,1,2,4.9,1,7.3,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
371,0,1,4.7,1,7.2,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
372,1,2,3.5,0,8.3,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
373,0,1,4.4,1,7.5,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
374,1,2,6.3,1,6.0,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
375,0,1,3.4,0,8.4,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
376,1,2,5.0,1,7.2,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
377,0,1,7.3,1,5.0,5,4,9,True,False,False,False,False,False,False,False,False,False,False,True,False
378,1,2,6.1,1,6.1,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
379,0,1,4.0,0,8.0,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
380,1,2,4.8,1,7.4,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
381,0,1,4.6,1,7.3,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
382,1,2,3.4,0,8.4,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
383,0,1,4.3,1,7.6,7,3,6,False,False,False,False,False,True,False,False,False,False,False,False,True
384,1,2,6.4,1,5.9,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
385,0,1,3.3,0,8.5,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
386,1,2,4.9,1,7.3,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
387,0,1,7.4,1,4.9,5,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
388,1,2,6.2,1,6.0,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
389,0,1,3.9,0,8.1,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
390,1,2,4.7,1,7.5,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
391,0,1,4.5,1,7.4,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
392,1,2,3.3,0,8.5,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
393,0,1,4.2,1,7.7,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
394,1,2,6.5,1,5.8,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
395,0,1,3.2,0,8.6,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
396,1,2,4.8,1,7.4,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
397,0,1,7.5,1,4.8,5,4,9,True,False,False,False,False,False,False,False,False,False,False,True,False
398,1,2,6.3,1,5.9,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
399,0,1,3.8,0,8.2,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
400,1,2,4.6,1,7.6,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
401,0,1,4.4,1,7.5,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
402,1,2,3.2,0,8.6,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
403,0,1,4.1,1,7.8,7,3,6,False,False,False,False,False,True,False,False,False,False,False,False,True
404,1,2,6.6,1,5.7,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
405,0,1,3.1,0,8.7,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
406,1,2,4.7,1,7.5,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
407,0,1,7.6,1,4.7,5,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
408,1,2,6.4,1,5.8,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
409,0,1,3.7,0,8.3,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
410,1,2,4.5,1,7.7,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
411,0,1,4.3,1,7.6,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
412,1,2,3.1,0,8.7,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
413,0,1,4.0,1,7.9,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
414,1,2,6.7,1,5.6,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
415,0,1,3.0,0,8.8,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
416,1,2,4.6,1,7.6,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
417,0,1,7.7,1,4.6,5,4,9,True,False,False,False,False,False,False,False,False,False,False,True,False
418,1,2,6.5,1,5.7,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
419,0,1,3.6,0,8.4,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
420,1,2,4.4,1,7.8,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
421,0,1,4.2,1,7.7,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
422,1,2,3.0,0,8.8,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
423,0,1,3.9,1,8.0,7,3,6,False,False,False,False,False,True,False,False,False,False,False,False,True
424,1,2,6.8,1,5.5,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
425,0,1,2.9,0,8.9,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
426,1,2,4.5,1,7.7,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
427,0,1,7.8,1,4.5,5,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
428,1,2,6.6,1,5.6,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
429,0,1,3.5,0,8.5,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
430,1,2,4.3,1,7.9,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
431,0,1,4.1,1,7.8,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
432,1,2,2.9,0,8.9,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
433,0,1,3.8,1,8.1,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
434,1,2,6.9,1,5.4,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
435,0,1,2.8,0,9.0,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
436,1,2,4.4,1,7.8,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
437,0,1,7.9,1,4.4,5,4,9,True,False,False,False,False,False,False,False,False,False,False,True,False
438,1,2,6.7,1,5.5,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
439,0,1,3.4,0,8.6,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
440,1,2,4.2,1,8.0,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
441,0,1,4.0,1,7.9,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
442,1,2,2.8,0,9.0,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
443,0,1,3.7,1,8.2,7,3,6,False,False,False,False,False,True,False,False,False,False,False,False,True
444,1,2,7.0,1,5.3,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
445,0,1,2.7,0,9.1,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
446,1,2,4.3,1,7.9,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
447,0,1,8.0,1,4.3,5,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
448,1,2,6.8,1,5.4,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
449,0,1,3.3,0,8.7,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
450,1,2,4.1,1,8.1,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
451,0,1,3.9,1,8.0,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
452,1,2,2.7,0,9.1,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
453,0,1,3.6,1,8.3,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
454,1,2,7.1,1,5.2,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
455,0,1,2.6,0,9.2,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
456,1,2,4.2,1,8.0,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
457,0,1,8.1,1,4.2,5,4,9,True,False,False,False,False,False,False,False,False,False,False,True,False
458,1,2,6.9,1,5.3,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
459,0,1,3.2,0,8.8,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
460,1,2,4.0,1,8.2,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
461,0,1,3.8,1,8.1,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
462,1,2,2.6,0,9.2,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
463,0,1,3.5,1,8.4,7,3,6,False,False,False,False,False,True,False,False,False,False,False,False,True
464,1,2,7.2,1,5.1,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
465,0,1,2.5,0,9.3,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
466,1,2,4.1,1,8.1,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
467,0,1,8.2,1,4.1,5,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
468,1,2,7.0,1,5.2,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
469,0,1,3.1,0,8.9,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
470,1,2,3.9,1,8.3,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
471,0,1,3.7,1,8.2,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
472,1,2,2.5,0,9.3,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
473,0,1,3.4,1,8.5,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
474,1,2,7.3,1,5.0,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
475,0,1,2.4,0,9.4,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
476,1,2,4.0,1,8.2,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
477,0,1,8.3,1,4.0,5,4,9,True,False,False,False,False,False,False,False,False,False,False,True,False
478,1,2,7.1,1,5.1,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
479,0,1,3.0,0,9.0,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
480,1,2,3.8,1,8.4,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
481,0,1,3.6,1,8.3,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
482,1,2,2.4,0,9.4,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
483,0,1,3.3,1,8.6,7,3,6,False,False,False,False,False,True,False,False,False,False,False,False,True
484,1,2,7.4,1,4.9,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
485,0,1,2.3,0,9.5,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
486,1,2,3.9,1,8.3,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
487,0,1,8.4,1,3.9,5,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
488,1,2,7.2,1,5.0,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
489,0,1,2.9,0,9.1,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
490,1,2,3.7,1,8.5,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
491,0,1,3.5,1,8.4,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
492,1,2,2.3,0,9.5,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
493,0,1,3.2,1,8.7,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
494,1,2,7.5,1,4.8,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
495,0,1,2.2,0,9.6,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
496,1,2,3.8,1,8.4,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
497,0,1,8.5,1,3.8,5,4,9,True,False,False,False,False,False,False,False,False,False,False,True,False
498,1,2,7.3,1,4.9,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
499,0,1,2.8,0,9.2,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
500,1,2,3.6,1,8.6,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
501,0,1,6.2,1,6.3,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
502,1,2,4.5,0,7.8,7,2,5,False,False,False,False,False,False,False,False,True,False,False,True,False
503,0,1,3.8,0,8.2,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
504,1,2,4.7,1,7.5,7,3,6,True,False,False,False,False,False,False,False,False,False,False,True,False
505,0,1,5.1,1,7.0,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
506,1,2,5.5,1,6.8,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
507,0,1,6.5,1,6.5,5,4,8,True,False,False,False,False,False,False,False,False,False,False,True,False
508,1,2,4.2,0,7.9,7,2,5,False,False,False,False,False,False,False,False,False,False,False,False,True
509,0,1,6.8,1,6.0,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
510,1,2,4.8,1,7.4,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
511,0,1,6.1,1,6.4,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
512,1,2,4.4,0,7.9,7,2,5,False,False,False,False,False,False,False,False,True,False,False,True,False
513,0,1,3.7,0,8.3,8,2,4,False,False,False,False,False,True,False,False,False,False,False,False,True
514,1,2,4.6,1,7.6,7,3,6,True,False,False,False,False,False,False,False,False,False,False,True,False
515,0,1,5.2,1,6.9,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
516,1,2,5.6,1,6.7,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
517,0,1,6.6,1,6.4,5,4,8,True,False,False,False,False,False,False,False,False,False,False,True,False
518,1,2,4.1,0,8.0,7,2,5,False,False,False,False,False,False,False,False,False,False,False,False,True
519,0,1,6.9,1,5.9,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
520,1,2,4.7,1,7.5,7,3,6,False,False,False,False,False,True,False,False,False,False,False,False,True
521,0,1,6.0,1,6.5,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
522,1,2,4.3,0,8.0,7,2,5,False,False,False,False,False,False,False,False,True,False,False,True,False
523,0,1,3.6,0,8.4,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
524,1,2,4.5,1,7.7,7,3,6,False,False,False,False,False,False,False,False,False,False,False,True,False
525,0,1,5.3,1,6.8,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
526,1,2,5.7,1,6.6,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
527,0,1,6.7,1,6.3,5,4,8,True,False,False,False,False,False,False,False,False,False,False,True,False
528,1,2,4.0,0,8.1,7,2,5,False,False,False,False,False,False,False,False,False,False,False,False,True
529,0,1,7.0,1,5.8,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
530,1,2,4.6,1,7.6,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
531,0,1,5.9,1,6.6,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
532,1,2,4.2,0,8.1,7,2,5,False,False,False,False,False,False,False,False,True,False,False,True,False
533,0,1,3.5,0,8.5,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
534,1,2,4.4,1,7.8,7,3,6,False,False,False,False,False,False,False,False,False,False,False,True,False
535,0,1,5.4,1,6.7,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
536,1,2,5.8,1,6.5,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
537,0,1,6.8,1,6.2,5,4,8,True,False,False,False,False,False,False,False,False,False,False,True,False
538,1,2,3.9,0,8.2,7,2,5,False,False,False,False,False,False,False,False,False,False,False,False,True
539,0,1,7.1,1,5.7,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
540,1,2,4.5,1,7.7,7,3,6,False,False,False,False,False,True,False,False,False,False,False,False,True
541,0,1,5.8,1,6.7,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
542,1,2,4.1,0,8.2,7,2,5,False,False,False,False,False,False,False,False,True,False,False,True,False
543,0,1,3.4,0,8.6,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
544,1,2,4.3,1,7.9,7,3,6,True,False,False,False,False,False,False,False,False,False,False,True,False
545,0,1,5.5,1,6.6,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
546,1,2,5.9,1,6.4,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
547,0,1,6.9,1,6.1,5,4,8,True,False,False,False,False,False,False,False,False,False,False,True,False
548,1,2,3.8,0,8.3,7,2,5,False,False,False,False,False,False,False,False,False,False,False,False,True
549,0,1,7.2,1,5.6,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
550,1,2,4.4,1,7.8,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
551,0,1,5.7,1,6.8,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
552,1,2,4.0,0,8.3,7,2,5,False,False,False,False,False,False,False,False,True,False,False,True,False
553,0,1,3.3,0,8.7,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
554,1,2,4.2,1,8.0,7,3,6,False,False,False,False,False,False,False,False,False,False,False,True,False
555,0,1,5.6,1,6.5,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
556,1,2,6.0,1,6.3,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
557,0,1,7.0,1,6.0,5,4,8,True,False,False,False,False,False,False,False,False,False,False,True,False
558,1,2,3.7,0,8.4,7,2,5,False,False,False,False,False,False,False,False,False,False,False,False,True
559,0,1,7.3,1,5.5,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
560,1,2,4.3,1,7.9,7,3,6,False,False,False,False,False,True,False,False,False,False,False,False,True
561,0,1,5.6,1,6.9,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
562,1,2,3.9,0,8.4,7,2,5,False,False,False,False,False,False,False,False,True,False,False,True,False
563,0,1,3.2,0,8.8,8,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True
564,1,2,4.1,1,8.1,7,3,6,True,False,False,False,False,False,False,False,False,False,False,True,False
