seq,track_name,track_artist,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
"Spend all your time waiting
For that second chance
For a break that would make it okay

There's always some reason
To feel not good enough
And it's hard, at the end of the day

I need some distraction
Oh, beautiful release
Memories seep from my veins

And maybe empty
Oh, and weightless, and maybe
I'll find some peace tonight

In the arms of the angel
Fly away from here
From this dark, cold hotel room
And the endlessness that you fear
You are pulled from the wreckage
Of your silent reverie
You're in the arms of the angel
May you find some comfort here

So tired of the straight line
And everywhere you turn
There's vultures and thieves at your back

The storm keeps on twisting
Keep on building the lies
That you make up for all that you lack

It don't make no difference
Escape one last time
It's easier to believe in this sweet madness
Oh, this glorious sadness
That brings me to my knees

In the arms of the angel
Fly away from here
From this dark, cold hotel room
And the endlessness that you fear
You are pulled from the wreckage
Of your silent reverie
You're in the arms of the angel
May you find some comfort here

You're in the arms of the angel
May you find some comfort here",Angel,Sarah McLachlan,49,rock,permanent wave,0.399,0.0861,1,-14.679,1,0.037,0.948,1.39e-05,0.104,0.129,117.451,266026
"Diamonds really diamonds
And I'm shining bright 'cause I'm really grinding
They ask me if I'm real
I say is you serious?
My daughter gone love this bitch here

All my diamonds shine 'cause they really diamonds
Bad bitches in line, they be really trying
They ask me if I'm high
I say really really
Got money on my mind
I say really really
I look like I been balling 'cause I'm really balling
I won't apologize
I'm not really sorry
They ask me if I'm lying
I say really really
I'm really out my mind
I say really really
Really really

Make 'em believe I made 'em believe
A lyrical song writer and he can sing
Bringing in money like I'm raking leaves
I was just trying to get paper to sneeze
Achooo
That was a blessing
She special to you
I don't look at her special
Actually I treat her regular
Not being seen, we not making no spectacle
Gates had her first then he gave her to Kevin
All the above we do all the etcetera
Scared of the feds, had to switch up my cellular
He talking reckless don't call me back ever
Passing thru Gardere to holler at Glover
Shout out to Black
Shout out to Cedric
Grey Monte Carlo, cocaine 911
Just hollered at Trap
I'm like the Reverend
My section ridiculous
Watch where you stepping
Pockets on envy, you can't be to careful
Steve like 'em tall
And when they yellow
Working in college
Fresh with low mileage
I like 'em black
Pretty white teeth
Body unique
Booty on fleek
Jhene Aiko
Chewing her cheeks
Groceries please
You know that was me

All my diamonds shine 'cause they really diamonds
Bad bitches in line, they be really trying
They ask me if I'm high
I say really really
Got money on my mind
I say really really
I look like I been balling 'cause I'm really balling
I won't apologize
I'm not really sorry
They ask me if I'm lying
I say really really
I'm really out my mind
I say really really
Really really

Dyin' can be treacherous
Pray to God that don't nobody mess with us
Keep it strong in case anyone testing us
Right or wrong if it's diss you don't mess with it
When yo bitch over here I don't mess with her
No detective work I don't be questioning
Where she been, trying to read all of her messages
I don't speak on no man that's irregular
Take her phone disconnecting her cellular
What you need that for undressing
What you need that for caressing her
Spreading her legs 'bout to pleasure her
Pulling her hair from the back
Go to pressing her
Trying to see who tap first made a bet with her
Relationship flaking, no eczema
She catching feelings she say we inseparable
Oyster Perpetual
It's not a replica
Mustang GT in the streets smoking vegetables
Trunk in the front do it make me a elephant
I really really put syrup in my beverages
Shopping in Beverly
Check out my etiquette
Loving my swag
Women tailor keep checking it
Carats they glisten in all of my necklaces
Feeling myself
Really thought it was evident

All my diamonds shine 'cause they really diamonds
Bad bitches in line, they be really trying
They ask me if I'm high
I say really really
Got money on my mind
I say really really
I look like I been balling 'cause I'm really balling
I won't apologize
I'm not really sorry
They ask me if I'm lying
I say really really
I'm really out my mind
I say really really
Really really",Really Really,Kevin Gates,70,rap,southern hip hop,0.762,0.666,0,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97,232093
"And so it is just like you said it would be
Life goes easy on me
Most of the time
And so it is the shorter story
No love, no glory
No hero in her sky

I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes

And so it is just like you said it should be
We'll both forget the breeze
Most of the time
And so it is the colder water
The Blower's daughter
The pupil in denial

I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes

Did I say that I loathe you?
Did I say that I want to leave it all behind?

I can't take my mind off you
I can't take my mind off you
I can't take my mind off you
I can't take my mind off you
I can't take my mind off you
I can't take my mind
My mind, my mind
'Til I find somebody new",The Blower's Daughter,Damien Rice,67,r&b,urban contemporary,0.342,0.2,4,-13.569,1,0.0324,0.134,0.000153,0.341,0.0743,133.113,286653
"Still a little bit of your taste in my mouth
Still a little bit of you laced with my doubt
Still a little hard to say what's going on
Still a little bit of your ghost your witness
Still a little bit of your face I haven't kissed

You step a little closer each day
That I can't say what's going on

Stones taught me to fly
Love taught me to lie
And life taught me to die
So it's not hard to fall
When you float like a cannonball

Still a little bit of your song in my ear
Still a little bit of your words I long to hear
You step a little closer to me
So close that I can't see what's going on

Stones taught me to fly
Love taught me to lie
And life taught me to die
So it's not hard to fall
When you float like a cannon

Stones taught me to fly
Love taught me to cry
So come on courage!
Teach me to be shy
'Cause it's not hard to fall
And I don't wanna scare her
It's not hard to fall
And I don't wanna lose
It's not hard to grow
When you know that you just don't know",Cannonball,Damien Rice,60,r&b,urban contemporary,0.642,0.284,1,-15.317,1,0.0326,0.845,0.000234,0.113,0.439,147.874,310000
"Leave me out with the waste
This is not what I do
It's the wrong kind of place
To be thinking of you
It's the wrong time
For somebody new
It's a small crime
And I've got no excuse

Is that alright?
Give my gun away when it's loaded
Is that alright?
If you don't shoot it how am I supposed to hold it
Is that alright?
Give my gun away when it's loaded
Is that alright
Is that alright with you?

Leave me out with the waste
This is not what I do
It's the wrong kind of place
To be cheating on you
It's the wrong time
But she's pulling me through
It's a small crime
And I've got no excuse

Is that alright?
Give my gun away when it's loaded
Is that alright?
If you don't shoot it how am I supposed to hold it
Is that alright?
Give my gun away when it's loaded
Is that alright
Is that alright with you?

Is that alright?
Is that alright?
Is that alright with you?
Is that alright?
Is that alright?
Is that alright with you?

No",9 Crimes,Damien Rice,60,r&b,urban contemporary,0.346,0.139,0,-15.326,1,0.0321,0.913,7.73e-05,0.0934,0.116,136.168,217947
"Hate, something, sometime, someway, something kick off the for me
Something, inside
I'll never ever follow
So give me something that is for real
I'll never ever follow

Get your boogie on

Hate, something, someway, each day, dealing with no forgiveness
Why? This shit inside
Now everyone will follow
So give me nothing just feel
And now this shit will follow

God begs me, the more I see the light, who wants to see?
God told me, I've already got the light, oh I say
God begs me, the more I see the light, who wants to see?
God told me, I've already got the light, oh I say

Each day I can feel it swallow, inside something they took from me
I don't feel your deathly ways
Each day I feel so hollow, inside I was beating me
You will never see, so come dance with me

Dance with me
Rumbiddieboo
Rum bum dee dumb dee bum diddie doo
Lie!

God begs me, the more I see the light, who wants to see?
God told me, I've already got the light, oh I say
God begs me, the more I see the light, who wants to see?
God told me, I've already got the light, oh I say

Got the life

Got the life",Got the Life,Korn,68,rock,hard rock,0.501,0.905,11,-5.721,0,0.0518,1.88e-05,0.765,0.383,0.584,123.277,225307
"Hey I'm feeling tired
My time  is gone today
You flirt with suicide
Sometimes  that's ok
Hear what others say
I'm here  standing hollow
Falling away from me
Falling away from me
Day  is here fading
That's when  I would say
I flirt with suicide
Sometimes kill the pain
I can always say
'It's gonna be better tomorrow'
Falling away from me
Falling away from me

Beating me down
Beating me  beating me
Down, down
Into the ground
Screaming so sound
Beating me, beating me
Down, down
Into the ground

(Falling away from me)
It's spinning round and round
(Falling away from me)
It's lost and can't be found
(Falling away from me)
It's spinning round and round
(Falling away from me)
So down

Beating me down
Beating me, beating me
Down, down
Into the ground
Screaming so sound
Beating me, beating me
Down, down
Into the ground

Pressing me, they won't go away
So I pray, go away

It's falling away from me

Beating me down
Beating me, beating me
Down, down
Into the ground
Screaming so sound
Beating me, beating me
Down, down
Into the ground",Falling Away from Me,Korn,69,rock,hard rock,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,270920
"Keep holding on
When my brains tickin' like a bomb
Guess the black thoughts have come again to get me
Sweet bitter words
Unlike nothing I have heard
Sing along Mocking bird
You don't affect me

That's right!
Deliver it to my heart!
Please strike!
Be deliberate

Wait
I'm coming undone
Irate
I'm coming undone
Too late
I'm coming undone
What looks so strong, so delicate

Wait
I'm starting to suffocate
And soon I anticipate
I'm coming undone
What looks so strong, so delicate

Choke, choke again
I thought my demons were my friends
Pity me in the end
They're out to get me
Since I was young
I tasted sorrow on my tongue
And this sweet chocolate gun does not protect me

That's right!
Trigger between my eyes
Please strike!
Make it quick now!

Wait
I'm coming undone
I'm irate
I'm coming undone
Too late
I'm coming undone
What looks so strong, so delicate

Wait
I'm starting to suffocate
And soon I anticipate
I'm coming undone
What looks so strong, so delicate

I'm trying to hold it together
Head is lighter than a feather
Looks like I'm not getting better
Not getting better

Wait
I'm coming undone irate
I'm coming undone too late
I'm coming undone
Wait
I'm starting to suffocate
And soon I anticipate",Coming Undone,Korn,71,rock,hard rock,0.687,0.677,2,-4.172,1,0.0508,0.000658,0.000146,0.0564,0.546,75.052,199773
"Remember when my first meal was school lunch
Now I spit a 16 straight with no punch
Remember all for dinner all we ate was Captain Crunch
Now we blow big blunts on the way to brunch
Went from good fella to commissary slips
Now I got back up man every time I slipped
Never ever quit, I just kept on pursuing
Teacher always ask me, what was I doing
Scribbled in my notebook and never did homework
Low attention span, guess these Adderall worked
Rocked Tommy Hil shirts, ones with the boat
Rockport kicks way before we even smoked
Used to have baby lungs, choking when I hit it
Nowadays lace a whole seven in a sitting
Remember back then we thought we growed up
Rushing at a kid just to be grown up

Rushing at a kid just to be grown up
Whoever thought I'd be the greatest growing up

I can eat a pound and shit sixty four quarters
Burn up fire and drown drops of water
Son, I told you I got them beans like Goya
Gone off them pills got me jumping off the sofa
Hotter than a Hot Pocket out the devil microwave
Model bitches begging just be a nigga's sex slave
Exotic foreign garments lookin' tailor made
And when these bitches see me man they wetter than the everglades
Everyday same shit, me getting paid
Waking up, new bitch, it's me getting laid
Used to take bottle back, waitress bring the bottle back
Now they see me shining and they looking like a Sour Patch
Nigga catch a heart attack, Newport soft pack never blow blunt wraps
But these blunt raps sewn up
Whoever thought I'd be the greatest growing up

Rushing at a kid just to be grown up
Whoever thought I'd be the greatest growing up",Grown Up,Danny Brown,60,pop,dance pop,0.635,0.766,11,-6.449,1,0.26,0.132,0.0,0.122,0.686,93.603,139931
"Every time I see you (I see you)
It's good to see you again ( hey baby)
You make me feel like I've seen the sun ( sun shining)
Your loving let's me know that I'm the only one
And I hear you

[Chorus]
Sometimes I wonder (I wonder how you got so good)
Sometimes I wonder (I wonder how you got so good)
Sometimes I wonder (Wonder how you got so good)
Sometimes I wonder, baby, wonder, baby

Lovin' you is like my dream come true
I want you to know that I'll always be there standing up for you
From the mountain
From the river
From the root to the to the, baby

[Chorus]

When I look in to the mirror (What do you see)
I see me and I see you (And how are we)
Joined from the soul
Our hearts together
Just living together in melody baby

[Chorus]

Living together in melody
In melody
In harmony
In melody
In harmony
In melody, baby
In harmony

We just got this good
In melody
In harmony",Sometimes I Wonder,Darius Rucker,10,r&b,neo soul,0.36,0.568,2,-5.316,0,0.0895,0.0247,0.0,0.0671,0.17,78.158,251733
"(Welcome to L.A)
Where you can see the whole city burning
'Cause the cops got Uzis and the dealers keep serving
And your kids ain't learning shit, except this
Sex power and wealth, fuck everything else

(Welcome to L.A)
Where you can see the whole city burning
'Cause the cops got Uzis and the dealers keep serving
And your kids ain't learning shit, except this
Trying to survive, Los Angeles Times (Welcome to L.A)

Mc's get fucked up, chopped like Braveheart
Don't start what you can't finish, serious business
Down La Cienega to bust a left on Venice
Where you can find me and mine Los Angeles Times (Welcome to L.A)
Where every other day I'm taking the hat off my head
Givin' respect to the dead
And avoid havin' the same thing said about me
Xzibit stand underground like the roots of a tree
Watered three times a day forty ounce Olde E
Like a magnifying glass making it easier to see
The Mister X to the Z don't P
L.A., why test without vest-es
Stop lead projectile, Apocalypse Now
Love Allah not new car, faggot, superstar
Type of cat, fuck that
Mash away in a Diamond-white Concours 'Llac
Still black so the one-time react as if under attack
Ain't nothin changed but district range, feel no pain
Mr. Big Bad Insane Black John McClane with
Liquor on the brain, down to earth like dirt
From the city where niggas known for puttin' in work

(Welcome to L.A)
Where you can see the whole city burning
'Cause the cops got Uzis and the dealers keep serving
And your kids ain't learning shit, except this
Sex power and wealth, fuck everything else

(Welcome to L.A)
Where you can see the whole city burning
'Cause the cops got Uzis and the dealers keep serving
And your kids ain't learning shit, except this
Trying to survive, Los Angeles Times (Welcome to L.A)

If hand determine dick size, I'm palmin' the Earth
Select turf, then plant bad seed and give birth
And make the hard work look easy fuh sheezee
Leavin' you and your best man, stiffer than mannequins
Enough to break the skin on a Vietnam leatherneck
Marine drill sergeant, you nothin' but a target (pow!)
Charge it to the game, gotta look beyond the brand name
Comin' from the guts like I slammed down
Twenty cups of Hennessy straight relate feel my hate
Xzibit flippin' through these bitches like DJ trait
Translate to left field, only real niggas follow
Bitches suck and swallow, I'm livin' life behind the bottle
Never the role model, still shinin' like a new automobile
Flow six-fo', you can't steal
'Cause I got a kill switch with a itch for the action
While other rappers use mass weapons of destruction (Welcome to L.A)
To sell they shit

Where you can see the whole city burning
'Cause the cops got Uzis and the dealers keep serving
And your kids ain't learning shit, except this
Sex power and wealth, fuck everything else

(Welcome to L.A)
Where you can see the whole city burning
'Cause the cops got Uzis and the dealers keep serving
And your kids ain't learning shit, except this
Trying to survive, Los Angeles Times

El veterano, you can only pray to learn what I know
Ride slow across the horizon a lone desperado
Comin' through the door bringin' nothin' but hits
Sometimes I feel like a matador, lookin at this bullshit
Niggas pull rent from the crack of they ass
Maintain do your thang this too shall pass
I season beef with lead pieces then cook it with gas
I'm from the school of hard knocks way ahead in the class
Xzibit hard to get through, like bulletproof glass
Break it down like Johnny Cochran then mix it with hash
Your defense can't last against advanced prosecution
Hit the airwaves like pollution, hey, here's a solution
Take a trip to Washington then burn the constitution
Top government officials locked down for prostitution
Recruitin the hard rocks mean streets keep producin
The world is a riot shit is mine for the lootin'

(Welcome to L.A)
Where you can see the whole city burning
'Cause the cops got Uzis and the dealers keep serving
And your kids ain't learning shit, except this
Sex power and wealth, fuck everything else

(Welcome to L.A)
Where you can see the whole city burning
'Cause the cops got Uzis and the dealers keep serving
And your kids ain't learning shit, except this
Trying to survive, Los Angeles Times

(Welcome to L.A)
(Everyone's got to make a living)
(Everyone's got to make a living)

(Welcome to L.A)
Where you can see the whole city burning
'Cause the cops got Uzis and the dealers keep serving
And your kids ain't learning shit, except this
Sex power and wealth, fuck everything else

(Welcome to L.A)
Where you can see the whole city burning
'Cause the cops got Uzis and the dealers keep serving
And your kids ain't learning shit, except this
Trying to survive, Los Angeles Times
(Enjoy your stay, welcome to L.A)",Los Angeles Times,Xzibit,28,rap,southern hip hop,0.852,0.721,1,-5.555,1,0.44,0.105,0.0,0.596,0.899,92.405,263133
"(Yeah) I can drink a whole Henessey fifth
Some call that a problem but I call it a gift
Xzibit make the whole continent shift (hell yeah)
Invadin your territory in a blaze of glory
A soldier story, livin off nothin but instinct
Bitch niggaz continue to floss and lip-sync
And I'ma just continue to flow, while rockin the boat
Probably smoke three-hundred thousand dollars in dope
Don't make my desert eagle barrel touch the back of your throat
Always approach niggaz that's known for killin your folks
Be surprised who could turn around and bust on y'all
Catch your mother or your sister comin out of the mall
Bang holes through they coats and they Macy bags
No retaliation you basically runnin with fags
In these streets, you only good as your last transaction
Funny style, and these niggaz ain't laughin
y'all got it all fucked up in zero-zero
Think life is a video for ""Last Action Heroes""
Face the price you pay for the games you play
When it's all said and done at the end of the day, you gotta

Get your walk on, get your head tight
I know you feelin the shit, shit is dead right
Get your bounce on, back dat ass up
Bitch pass me the bottle, fill your glass up
Get your walk on, get your head tight
I know you feelin the shit, shit is dead right
Get your bounce on, back dat ass up
Bitch pass me the bottle, fill your glass up

Judge and jury, don't get your case dismissed
When I get pissed and smash through the makeshift
Uplift, dump this, make your shit knock
Hypnotical hardrock that don't flop
It's the best thing crackin my nigga
Lot of rappers talk of flashin the trigger but don't ever deliver
From the home of the toe tag, lowriders and body bags
earthquakes police with automatics and nerve gas
Learn fast or get left behind quick (yeah)
You testify, you get wrapped in plastic (hell yeah)
Xzibit turn your SUV into a casket
Melt your body parts in a tub full of sulfuric acid
Drastic measures we take just to get by
for all the shit you gotta go through to get high
Stand by, do or die for the West coast
want to fuck with Xzibit but can't come close motherfuckers

Get your walk on, get your head tight
I know you feelin the shit, shit is dead right
Get your bounce on, back dat ass up
Bitch pass me the bottle, fill your glass up
Get your walk on, get your head tight
I know you feelin the shit, shit is dead right
Get your bounce on, back dat ass up
Bitch pass me the bottle, fill your glass up

Tell y'all people to call my people
Recognize all men are not created equal
I'm lethal, all y'all faggots remain see-through
Only the kid from ""The Sixth Sense"" can peep you (DEAD PEOPLE!)
When I get through the world'll be a better place
A little Jesus Christ mixed with some Leatherface
Go find some punch to spike, find some dope to lace
Pull a pistol from my waist, nigga reach for space
Smack the taste out of your mouth if you talk shit
or hit so hard to the chin it make your back flip
My transcript number one up in this conference
It's nonsense, all y'all niggaz want is conflict
Only associate with pros and the convicts
Xzibit roll up in the spot with a bomb bitch
and then bounce with a couple, motherfuck a tussle
You never have enough muscle to stop a nigga hustle

Get your walk on, get your head tight
I know you feelin the shit, shit is dead right
Get your bounce on, back dat ass up
Bitch pass me the bottle, fill your glass up
Get your walk on, get your head tight
I know you feelin the shit, shit is dead right
Get your bounce on, back dat ass up
Bitch pass me the bottle, fill your glass up
Get your walk on, get your head tight
I know you feelin the shit, shit is dead right
Get your bounce on, back dat ass up
Bitch pass me the bottle, fill your glass up
Get your walk on, get your head tight
I know you feelin the shit, shit is dead right
Get your bounce on, back dat ass up
Bitch pass me the bottle, fill your glass up",Get Your Walk On,Xzibit,52,rap,southern hip hop,0.909,0.74,1,-2.361,1,0.26,0.0562,0.0,0.0593,0.802,97.855,219840
"Yeah, ladies and gentleman
Broadcasting live to you and yours
It's Mr. X to the Z, Xzibit
Yeah, bouncing, come on

The first day of the rest of my life
X stand behind the mic like Walker Cronkite
Y'all keep the spotlight, I'm keeping my rhymes tight
Lose sight of what you believe and call it a night
This ain't the light-weight, cake mix shit that you're used to
Teflon territory you just can't shoot through
You gonna  shoot who? (Who?) Not even on your best day
Rollin the Wild West way, giving it up
Leaving the whole world stuck not giving a fuck
Laid in the cut, now we break through in the rut
Hennessey and orange juice baby fill up a cup
Quick to grab Mary Jane by the butt and squeeze
Loosen up, let your hair down, and join the festivities
Overcrowd the house like lock down facilities
Bitches be quick to give me brains while I post the range
Going up and down my dick like the stock exchange

(X) Rearrange the whole game with my rugged sound
(X) Won't even say your own name when I come around
(X) Stay on top but remain from the underground
(X) to the Z and we all in the family
(X) Rearrange the whole game with my rugged sound
(X) Won't even say your own name when I come around
(X) Stay on top but remain from the underground
(X) to the Z and we all in the family

Ever since Xzibit could spit, been on some pimp shit
Approach every woman like a - potential mistress
Shine bright, make sure that X stay tight
Cause tonight I might meet my next ex-wife
Mr. Big Chief Reefa, Xzibit use his dick like a Visa
I run it through and money come out
Running your mouth, I'll have somebody run in your house
Ravel your spouse and have a little fun on the couch
Now you know that it was bound to happen
I came to give you what you lacking
whenever you hear them other niggaz rapping
Rocking chains, stadium, palladiums, cracked craniums
My whole skeleton is dipped in titanium
Drop top tinted on twenties
Using rappers like crash test dummies
Stacking real estate and money
It's funny how things change overnight when you thinking right
I beat the odds like Ike beat on his first wife

(X) Rearrange the whole game with my rugged sound
(X) Won't even say your own name when I come around
(X) Stay on top but remain from the underground
(X) to the Z and we all in the family
(X) Rearrange the whole game with my rugged sound
(X) Won't even say your own name when I come around
(X) Stay on top but remain from the underground
(X) to the Z and we all in the family

What an event, we hardcore a 100%
Making it stick, Los Angeles proudly presents
The real deal, how does it feel? No special effects
Yank the chain off of your neck, demand the respect
Now all your conversations sound strange to me
It be like everybody around me done changed but me
I stand alone on my own two feet
Stab a track, strangle the beat
Restless no time for sleep
Niggas be weak, I'm concrete like Benjamin Grier
It's a very thin line between a foe and a friend
Straight to the chin (Not these niggas again)
Come back, bounce in the spot and slide right in
I ain't trying to see nothing but progress, regardless
Home of the heartless, move right, remain cautious
Represent nothing but the hustle and struggle
Hennessey, rock plenty of ice, making a double, now scream

(X) Rearrange the whole game with my rugged sound
(X) Won't even say your own name when I come around
(X) Stay on top but remain from the underground
(X) to the Z and we all in the family
(X) Rearrange the whole game with my rugged sound
(X) Won't even say your own name when I come around
(X) Stay on top but remain from the underground
(X) to the Z and we all in the family

So there you have it, D-P-G-see
X to the motherfucking Z
Mr. Exuberant, Extravagant, Extraordinary, Exciting, X-a-lotta
X-O with a little bit of Ecstasy
Xing your bitch-ass out if you trying to test the G
And what's the recipe? Excalibur weaponry
And we shoot exceptionally
That there is hot X marks the spot?
Fuck naw, X spots the marks
Exclamation point, niggaz!",X,Xzibit,61,rap,gangster rap,0.935,0.608,4,-5.583,0,0.233,0.102,0.0,0.0891,0.829,96.913,255547
"You know you're gold, you don't gotta worry none
Oasis child, born and so wild
Don't I know you better than the rest
All deception, all deception from you

Your love is stag in the white sand
Wilderness for miles, eyes so mild and wise
Don't I know you better than the rest
All deception, all deception from you

Any way you run, you run before us
Black and white horse arching among us

Your love is stag in the white sand
Oasis child born into a man
Don't I know you better than the rest
All deception, all deception from you

Wilderness for miles, eyes so mild and wise
Oasis child, born and so wild
Don't I know you better than the rest
All deception, all deception from you

Any way you run, you run before us
Black and white horse arching among us",Zebra,Beach House,54,pop,dance pop,0.612,0.476,8,-8.256,1,0.0275,0.861,0.00401,0.147,0.257,118.383,288720
"Out in the heartland
I looked into your eyes
And I asked
""Are you ready?
Ready for this life?""

Did you see it coming
It happened so fast
The timing was perfect
Water on glass

Like tracing figure
Eights on ice in skates so well
And if this ice should break it would be my
My mistake

Between the cities
Between the thrills
There's something inside you
It doesn't sleep well

It won't last forever
Or maybe it will
The white clothes they gave you
You wear them so well

Someone once told me
In love, that you must
Place all you're given
In infinite trust

Yet I'm tracing figure
Eights on ice in skates so well
And if this ice should break it would be my
My mistake",PPP,Beach House,47,pop,indie poptimism,0.488,0.463,1,-7.687,1,0.0284,0.383,0.868,0.0574,0.153,104.877,368547
"Hush don't you cry
In the next life

She takes me to the water
Don't say a word

And when I ask her
Is she doing alright
She's a rollercoaster
And yeah, she's a fire in the night

Lay your dead flowers
All in a row
Sooner or later
We're gonna let them go

And when she asks me
Are we doing it right
Come a little closer
You've got nothing left to hide

Hush don't you cry
In the next life

And when they ask us
Are we happy inside
We're a rollercoaster
And yeah, we're a fire in the night

What can you say
All your yeahs
It's your life
Do you right
Give them love

All your yeahs
What can you say
All your yeahs
It's your life
Do you right
Give them love
And give them away",All Your Yeahs,Beach House,35,pop,indie poptimism,0.601,0.512,11,-11.56,1,0.0265,0.776,0.0261,0.0919,0.318,100.536,228253
"Pink and blue were dancing
Empty floor, shadows lancing

Red and blue combination
Old man finds elation

Love me see what I see tonight
Let us find elation

Somewhere in a ballroom tonight
Somewhere in a ballroom tonight

Nowhere on an ordinary night",Somewhere Tonight,Beach House,33,pop,indie poptimism,0.135,0.312,7,-11.607,1,0.0304,0.452,0.936,0.175,0.0827,173.782,253960
"Woah-oah-oh-oh-oh-oh
Woah-oah-oh-oah
Woah-oah-oh-oh-oh-oh
Woah-oah-oh-oahh

Life just sucks when all you know is the bottom
It's not your choice, there's no escaping it
Get up and run as far as you can
Head to higher ground while there's a chance to live

Don't run away, run away, runaway
Don't run away, run away, runaway (run)
Up on the mountain I see down below
It's easy to lose yourself I know
Can't hear what you're shouting, I'm deaf to your show
It's easy to lose your self control
Everybody gets high, everybody gets low
Life can be such overdose
Up on the mountain I see down below
It's easy to lose yourself I know in the in between

Life's so dark when everyday is a struggle
Why go out and see the world on fire
Don't let your mindset become what controls you
Speak right now and make the choice to grow

Don't run away, run away, runaway
Don't run away, run away, runaway (Run!)
Up on the mountain I see down below
It's easy to lose yourself I know
Can't hear what you're shouting, I'm deaf to your show
It's easy to lose your self control
Everybody gets high, everybody gets low
Life can be such overdose
Up on the mountain I see down below
It's easy to lose yourself I know in the in between
Oh
In the in between

I won't let pain get in my way
I can't have silence claiming me
We have strength in numbers, strength in numbers
To get us through the day
No compromises to be made, this is a war we're gonna win
We have strength in numbers, strength in numbers
To get us through the day

Up on the mountain I see down below
It's easy to lose yourself I know
Can't hear what you're shouting, I'm deaf to your show
It's easy to lose your self control
Everybody gets high, everybody gets low
Life can be such overdose
Up on the mountain I see down below
It's easy to lose yourself I know in the in between

Woah-oah-oh-oh-oh-oh
Woah-oah-oh-oahh
In the in between
Woah-oah-oh-ohh-oh-oh
Woah-oah-oh-oahh
In the in between",In Between,Beartooth,64,rock,hard rock,0.462,0.972,7,-2.642,0,0.138,0.00285,0.0,0.666,0.449,128.092,213576
"I can see you hurting
I've been through the same thing
Baby, don't you worry, I got you
I just wanna know you
Tell me all your secrets
Lookin' like you need it

'Cause I got you, you, oh
You, I got you, I got you
'Cause I got you, you, oh
You, I got you, I got you

We can get high, oh, nah-nah-nah
We can get low, oh, nah-nah-nah
Let me be your friend
Baby, let me in
Tell you no lies, oh, nah-nah-nah
We can get lost, oh, nah-nah-nah
Take it all off, oh, nah-nah-nah
Let me be your friend
Baby, let me in
Give it to me all, oh, nah-nah-nah

Tell me what you're thinkin'
Always over thinkin'
I just wanna love you, I got you
Don't have to be so guarded
Let's finish what we started
It's all I ever wanted

'Cause I got you, you, oh
You, I got you, I got you

We can get high, oh, nah-nah-nah
We can get low, oh, nah-nah-nah
Let me be your friend
Baby, let me in
Tell you no lies, oh, nah-nah-nah
We can get lost, oh, nah-nah-nah
Take it all off, oh, nah-nah-nah
Let me be your friend
Baby, let me in
Give it to me all, oh, nah-nah-nah

'Cause I got you, you, oh
You, I got you, I got you

I'd do the time for you
Tell a lie for you
Yeah, baby, that's what I do
I'd walk the line for you
Take a shot for you
Yeah, baby, that's what I do
'Cause I got you, it's true
I'd die for you, I'd die for you
I got you

We can get high, oh, nah-nah-nah
We can get low, oh, nah-nah-nah
Let me be your friend
Baby, let me in
Tell you no lies, oh, nah-nah-nah
We can get lost, oh, nah-nah-nah
Take it all off, oh, nah-nah-nah
Let me be your friend
Baby, let me in
Give it to me all, oh, nah-nah-nah

'Cause I got you, you, oh
You, I got you, I got you
I got you, you, oh
You, I got you, I got you, I got",I Got You,Bebe Rexha,62,pop,electropop,0.609,0.887,9,-4.749,0,0.0507,0.0504,4.76e-06,0.09,0.316,97.99,191812
"Dashing through the snow
In a one horse open sleigh
O'er the fields we go
Laughing all the way
Bells on bob tails ring
Making spirits bright
What fun it is to laugh and sing
A sleighing song tonight

Oh, jingle bells, jingle bells
Jingle all the way
Oh, what fun it is to ride
In a one horse open sleigh
Jingle bells, jingle bells
Jingle all the way
Oh, what fun it is to ride
In a one horse open sleigh

A day or two ago
I thought I'd take a ride
And soon my Mr. Right
Was seated by my side
The horse was lean and lank
Misfortune seemed his lot
We got into a drifted bank
And then we kissed for luck

Oh, jingle bells, jingle bells
Jingle all the way
Oh, what fun it is to ride
In a one horse open sleigh
Jingle bells, jingle bells
Jingle all the way
Oh, what fun it is to ride
In a one horse open sleigh yeah

Jingle bells, jingle bells
Jingle all the way
Oh, what fun it is to ride
In a one horse open sleigh
Jingle bells, jingle bells
Jingle all the way
Oh, what fun it is to ride
In a one horse open sleigh",Jingle Bells,Natalie Cole,25,r&b,neo soul,0.529,0.518,5,-8.332,1,0.134,0.534,0.0,0.276,0.776,168.735,214440
